	NDD	OmicsLayer	Gene	MeanRegDir	count
6955	AD	DEG	MAOA	0.3333333333333333	6.0
6956	AD	DEG	MAOB	0.4285714285714285	7.0
6957	AD	DEG	MAP1A	-0.7777777777777778	9.0
6958	AD	DEG	MAP1B	-0.5	4.0
6959	AD	DEG	MAP1LC3A	-0.5	8.0
6960	AD	DEG	MAP1LC3B	-0.4285714285714285	7.0
6961	AD	DEG	MAP1LC3B2	1.0	3.0
6962	AD	DEG	MAP1LC3C	-0.2	5.0
6963	AD	DEG	MAP1S	-0.5555555555555556	9.0
6964	AD	DEG	MAP2	-0.6666666666666666	6.0
6965	AD	DEG	MAP2K1	-0.3333333333333333	6.0
6966	AD	DEG	MAP2K2	-0.4285714285714285	7.0
6967	AD	DEG	MAP2K3	1.0	6.0
6968	AD	DEG	MAP2K4	-0.1111111111111111	9.0
6969	AD	DEG	MAP2K5	-0.2	5.0
6970	AD	DEG	MAP2K6	-0.5	4.0
6971	AD	DEG	MAP2K7	0.6	5.0
6972	AD	DEG	MAP3K1	0.5555555555555556	9.0
6973	AD	DEG	MAP3K10	0.0	2.0
6974	AD	DEG	MAP3K11	0.7777777777777778	9.0
6975	AD	DEG	MAP3K12	0.0	4.0
6976	AD	DEG	MAP3K13	0.2	5.0
6977	AD	DEG	MAP3K14	0.3333333333333333	3.0
6978	AD	DEG	MAP3K19	0.3333333333333333	3.0
6979	AD	DEG	MAP3K2	0.7142857142857143	7.0
6980	AD	DEG	MAP3K20	1.0	11.0
6981	AD	DEG	MAP3K21	-0.5	4.0
6982	AD	DEG	MAP3K3	0.75	8.0
6983	AD	DEG	MAP3K4	0.2	5.0
6984	AD	DEG	MAP3K5	0.8181818181818182	11.0
6985	AD	DEG	MAP3K6	1.0	2.0
6986	AD	DEG	MAP3K7	-0.2	5.0
6987	AD	DEG	MAP3K8	1.0	5.0
6988	AD	DEG	MAP3K9	0.1428571428571428	7.0
6989	AD	DEG	MAP4	0.5555555555555556	9.0
6990	AD	DEG	MAP4K2	0.2	5.0
6991	AD	DEG	MAP4K3	0.0	4.0
6992	AD	DEG	MAP4K4	1.0	11.0
6993	AD	DEG	MAP4K5	0.3333333333333333	6.0
6994	AD	DEG	MAP6	-0.3333333333333333	6.0
6995	AD	DEG	MAP6D1	1.0	2.0
6996	AD	DEG	MAP7	0.3333333333333333	6.0
6997	AD	DEG	MAP7D1	-0.3333333333333333	6.0
6998	AD	DEG	MAP7D2	-0.5555555555555556	9.0
6999	AD	DEG	MAP7D3	0.5	4.0
7000	AD	DEG	MAP9	0.2	5.0
7001	AD	DEG	MAPK1	-0.6666666666666666	6.0
7002	AD	DEG	MAPK10	-0.7777777777777778	9.0
7003	AD	DEG	MAPK11	0.5555555555555556	9.0
7004	AD	DEG	MAPK12	0.3333333333333333	3.0
7005	AD	DEG	MAPK13	0.2	5.0
7006	AD	DEG	MAPK14	0.1111111111111111	9.0
7007	AD	DEG	MAPK1IP1L	0.3333333333333333	6.0
7008	AD	DEG	MAPK3	0.0	4.0
7009	AD	DEG	MAPK4	0.5	4.0
7010	AD	DEG	MAPK6	-0.5	8.0
7011	AD	DEG	MAPK7	1.0	3.0
7012	AD	DEG	MAPK8	-0.5	4.0
7013	AD	DEG	MAPK8IP1	-0.5	4.0
7014	AD	DEG	MAPK8IP2	-1.0	3.0
7015	AD	DEG	MAPK8IP3	-0.3333333333333333	6.0
7016	AD	DEG	MAPK9	-0.5555555555555556	9.0
7017	AD	DEG	MAPKAP1	0.7142857142857143	7.0
7018	AD	DEG	MAPKAPK2	0.8461538461538461	13.0
7019	AD	DEG	MAPKAPK3	0.7142857142857143	7.0
7020	AD	DEG	MAPKAPK5	0.0	4.0
7021	AD	DEG	MAPKBP1	0.75	8.0
7022	AD	DEG	MAPRE1	0.3333333333333333	9.0
7023	AD	DEG	MAPRE2	-1.0	9.0
7024	AD	DEG	MAPRE3	-0.1428571428571428	7.0
7025	AD	DEG	MAPT	1.0	5.0
7026	AD	DEG	MARCHF1	-0.3333333333333333	3.0
7027	AD	DEG	MARCHF11	-1.0	3.0
7028	AD	DEG	MARCHF4	-1.0	8.0
7029	AD	DEG	MARCHF6	-1.0	2.0
7030	AD	DEG	MARCHF8	0.3333333333333333	3.0
7031	AD	DEG	MARCHF9	-1.0	4.0
7032	AD	DEG	MARCKS	-1.0	4.0
7033	AD	DEG	MARCKSL1	0.6666666666666666	6.0
7034	AD	DEG	MARCO	0.0	2.0
7035	AD	DEG	MARF1	-1.0	3.0
7036	AD	DEG	MARK1	-0.6	10.0
7037	AD	DEG	MARK2	0.0	8.0
7038	AD	DEG	MARK3	0.0	8.0
7039	AD	DEG	MARK4	0.4	10.0
7040	AD	DEG	MARS1	-1.0	4.0
7041	AD	DEG	MARS2	0.0	4.0
7042	AD	DEG	MARVELD1	1.0	3.0
7043	AD	DEG	MARVELD2	1.0	7.0
7044	AD	DEG	MARVELD3	1.0	2.0
7045	AD	DEG	MAS1	0.5	4.0
7046	AD	DEG	MASP1	1.0	4.0
7047	AD	DEG	MASP2	1.0	3.0
7048	AD	DEG	MAST1	-0.25	8.0
7049	AD	DEG	MAST2	0.7142857142857143	7.0
7050	AD	DEG	MAST3	-0.8333333333333334	12.0
7051	AD	DEG	MAST4	1.0	9.0
7052	AD	DEG	MASTL	-1.0	3.0
7053	AD	DEG	MAT1A	1.0	2.0
7054	AD	DEG	MAT2A	0.0	6.0
7055	AD	DEG	MAT2B	-0.5555555555555556	9.0
7056	AD	DEG	MATK	-0.6666666666666666	6.0
7057	AD	DEG	MATN1	1.0	2.0
7058	AD	DEG	MATN2	0.6	5.0
7059	AD	DEG	MATN4	-1.0	2.0
7060	AD	DEG	MATR3	-0.5	4.0
7061	AD	DEG	MAU2	1.0	5.0
7062	AD	DEG	MAVS	0.7777777777777778	9.0
7063	AD	DEG	MAX	1.0	11.0
7064	AD	DEG	MAZ	0.75	8.0
7065	AD	DEG	MB21D2	-0.25	8.0
7066	AD	DEG	MBD1	-0.1428571428571428	7.0
7067	AD	DEG	MBD2	0.7142857142857143	7.0
7068	AD	DEG	MBD3	1.0	5.0
7069	AD	DEG	MBD3L1	0.0	2.0
7070	AD	DEG	MBD4	1.0	3.0
7071	AD	DEG	MBD5	-1.0	5.0
7072	AD	DEG	MBD6	0.6666666666666666	6.0
7073	AD	DEG	MBIP	1.0	3.0
7074	AD	DEG	MBLAC1	-0.3333333333333333	3.0
7075	AD	DEG	MBLAC2	-0.6666666666666666	6.0
7076	AD	DEG	MBNL1	0.2	5.0
7077	AD	DEG	MBNL2	-1.0	4.0
7078	AD	DEG	MBNL3	-0.3333333333333333	3.0
7079	AD	DEG	MBOAT1	1.0	2.0
7080	AD	DEG	MBOAT2	0.3333333333333333	6.0
7081	AD	DEG	MBOAT7	-0.3333333333333333	6.0
7082	AD	DEG	MBP	-0.25	8.0
7083	AD	DEG	MBTD1	0.4285714285714285	7.0
7084	AD	DEG	MBTPS1	-0.6666666666666666	6.0
7085	AD	DEG	MBTPS2	-0.5555555555555556	9.0
7086	AD	DEG	MC1R	1.0	3.0
7087	AD	DEG	MCAM	0.3333333333333333	3.0
7088	AD	DEG	MCAT	-1.0	9.0
7089	AD	DEG	MCC	0.1428571428571428	7.0
7090	AD	DEG	MCCC1	0.2	5.0
7091	AD	DEG	MCCC2	-0.2	5.0
7092	AD	DEG	MCEE	-0.5	4.0
7093	AD	DEG	MCEMP1	1.0	3.0
7094	AD	DEG	MCF2	-0.6	5.0
7095	AD	DEG	MCF2L	-0.25	8.0
7096	AD	DEG	MCF2L2	1.0	6.0
7097	AD	DEG	MCFD2	0.0	8.0
7098	AD	DEG	MCHR1	-1.0	7.0
7099	AD	DEG	MCHR2	0.3333333333333333	3.0
7100	AD	DEG	MCL1	0.3333333333333333	3.0
7101	AD	DEG	MCM3	0.2	5.0
7102	AD	DEG	MCM3AP	0.1428571428571428	7.0
7103	AD	DEG	MCM4	-0.5	8.0
7104	AD	DEG	MCM5	0.3333333333333333	3.0
7105	AD	DEG	MCM6	-0.5	4.0
7106	AD	DEG	MCM7	0.5	4.0
7107	AD	DEG	MCM8	0.6	5.0
7108	AD	DEG	MCM9	0.3333333333333333	3.0
7109	AD	DEG	MCMBP	1.0	5.0
7110	AD	DEG	MCMDC2	0.0	4.0
7111	AD	DEG	MCOLN1	0.0	6.0
7112	AD	DEG	MCPH1	0.0	4.0
7113	AD	DEG	MCRIP1	1.0	2.0
7114	AD	DEG	MCRIP2	0.0	2.0
7115	AD	DEG	MCRS1	0.5	4.0
7116	AD	DEG	MCTP1	0.0	4.0
7117	AD	DEG	MCTP2	0.5	4.0
7118	AD	DEG	MCTS1	-0.1428571428571428	7.0
7119	AD	DEG	MCU	-0.5	4.0
7120	AD	DEG	MDC1	0.1428571428571428	7.0
7121	AD	DEG	MDFIC	0.1428571428571428	7.0
7122	AD	DEG	MDGA1	1.0	2.0
7123	AD	DEG	MDGA2	-0.6	5.0
7124	AD	DEG	MDH1	-0.5384615384615384	13.0
7125	AD	DEG	MDH1B	-0.4285714285714285	7.0
7126	AD	DEG	MDH2	-0.5	8.0
7127	AD	DEG	MDK	0.0	2.0
7128	AD	DEG	MDM1	0.2	5.0
7129	AD	DEG	MDM2	0.0	4.0
7130	AD	DEG	MDM4	0.0769230769230769	13.0
7131	AD	DEG	MDN1	0.1428571428571428	7.0
7132	AD	DEG	MDP1	0.0	2.0
7133	AD	DEG	ME1	-0.6666666666666666	6.0
7134	AD	DEG	ME2	-0.3333333333333333	6.0
7135	AD	DEG	ME3	-0.5	8.0
7136	AD	DEG	MEA1	-0.2	5.0
7137	AD	DEG	MEAF6	-0.6	10.0
7138	AD	DEG	MECOM	1.0	7.0
7139	AD	DEG	MECP2	0.7142857142857143	7.0
7140	AD	DEG	MECR	-0.3333333333333333	9.0
7141	AD	DEG	MED1	0.5	4.0
7142	AD	DEG	MED10	-0.5	8.0
7143	AD	DEG	MED11	0.0	6.0
7144	AD	DEG	MED12	0.6666666666666666	6.0
7145	AD	DEG	MED12L	-1.0	3.0
7146	AD	DEG	MED13	0.6	10.0
7147	AD	DEG	MED13L	0.4545454545454545	11.0
7148	AD	DEG	MED14	-0.4285714285714285	7.0
7149	AD	DEG	MED14OS	-1.0	3.0
7150	AD	DEG	MED15	-0.6666666666666666	6.0
7151	AD	DEG	MED16	0.6666666666666666	6.0
7152	AD	DEG	MED17	0.0	2.0
7153	AD	DEG	MED19	0.0	6.0
7154	AD	DEG	MED20	-0.3333333333333333	3.0
7155	AD	DEG	MED21	-0.2	5.0
7156	AD	DEG	MED22	-0.3333333333333333	3.0
7157	AD	DEG	MED23	0.3333333333333333	6.0
7158	AD	DEG	MED24	0.2	5.0
7159	AD	DEG	MED25	0.5	8.0
7160	AD	DEG	MED26	1.0	4.0
7161	AD	DEG	MED27	0.0	4.0
7162	AD	DEG	MED28	1.0	4.0
7163	AD	DEG	MED29	0.0	4.0
7164	AD	DEG	MED30	-1.0	2.0
7165	AD	DEG	MED31	-0.7142857142857143	7.0
7166	AD	DEG	MED4	-0.4285714285714285	7.0
7167	AD	DEG	MED6	-0.2	5.0
7168	AD	DEG	MED7	-1.0	6.0
7169	AD	DEG	MED8	-0.2	5.0
7170	AD	DEG	MED9	-0.4285714285714285	7.0
7171	AD	DEG	MEDAG	1.0	4.0
7172	AD	DEG	MEF2A	-1.0	5.0
7173	AD	DEG	MEF2C	-0.6666666666666666	6.0
7174	AD	DEG	MEF2D	-0.4285714285714285	7.0
7175	AD	DEG	MEFV	1.0	4.0
7176	AD	DEG	MEGF10	1.0	7.0
7177	AD	DEG	MEGF11	1.0	6.0
7178	AD	DEG	MEGF6	1.0	2.0
7179	AD	DEG	MEGF8	-0.6666666666666666	6.0
7180	AD	DEG	MEGF9	-0.4285714285714285	7.0
7181	AD	DEG	MEI1	0.5	4.0
7182	AD	DEG	MEIG1	-0.3333333333333333	3.0
7183	AD	DEG	MEIOB	0.0	2.0
7184	AD	DEG	MEIS1	0.3333333333333333	3.0
7185	AD	DEG	MEIS2	0.6	5.0
7186	AD	DEG	MEIS3	-0.6666666666666666	6.0
7187	AD	DEG	MELK	0.0	2.0
7188	AD	DEG	MELTF	-1.0	2.0
7189	AD	DEG	MEN1	-0.4285714285714285	7.0
7190	AD	DEG	MEOX1	0.0	2.0
7191	AD	DEG	MEOX2	-1.0	2.0
7192	AD	DEG	MEPCE	1.0	3.0
7193	AD	DEG	MEPE	0.0	2.0
7194	AD	DEG	MERTK	1.0	7.0
7195	AD	DEG	MESD	-1.0	2.0
7196	AD	DEG	MESP1	-0.3333333333333333	9.0
7197	AD	DEG	MESP2	1.0	3.0
7198	AD	DEG	MEST	-0.6	10.0
7199	AD	DEG	MET	-0.1428571428571428	7.0
7200	AD	DEG	METAP1	-0.5	8.0
7201	AD	DEG	METAP1D	0.2	5.0
7202	AD	DEG	METAP2	0.6666666666666666	6.0
7203	AD	DEG	METRN	1.0	5.0
7204	AD	DEG	METRNL	0.3333333333333333	3.0
7205	AD	DEG	METTL1	-0.4285714285714285	7.0
7206	AD	DEG	METTL14	0.5	4.0
7207	AD	DEG	METTL15	-0.5	4.0
7208	AD	DEG	METTL16	0.6	5.0
7209	AD	DEG	METTL17	0.3333333333333333	3.0
7210	AD	DEG	METTL18	0.0	4.0
7211	AD	DEG	METTL21A	-0.5555555555555556	9.0
7212	AD	DEG	METTL21C	-0.3333333333333333	3.0
7213	AD	DEG	METTL22	-0.4285714285714285	7.0
7214	AD	DEG	METTL23	-0.3333333333333333	3.0
7215	AD	DEG	METTL24	0.0	2.0
7216	AD	DEG	METTL26	-0.4285714285714285	7.0
7217	AD	DEG	METTL2A	0.0	2.0
7218	AD	DEG	METTL2B	0.2	5.0
7219	AD	DEG	METTL3	-0.4285714285714285	7.0
7220	AD	DEG	METTL4	-0.2	5.0
7221	AD	DEG	METTL5	-0.5	4.0
7222	AD	DEG	METTL6	0.2	5.0
7223	AD	DEG	TMT1A	0.4	10.0
7224	AD	DEG	TMT1B	1.0	4.0
7225	AD	DEG	METTL8	0.3333333333333333	6.0
7226	AD	DEG	METTL9	1.0	3.0
7227	AD	DEG	MEX3A	1.0	2.0
7228	AD	DEG	MEX3B	-1.0	3.0
7229	AD	DEG	MEX3C	1.0	3.0
7230	AD	DEG	MEX3D	-0.3333333333333333	3.0
7231	AD	DEG	MFAP1	0.3333333333333333	3.0
7232	AD	DEG	MFAP3	1.0	4.0
7233	AD	DEG	MFAP3L	0.6	5.0
7234	AD	DEG	MFAP4	1.0	2.0
7235	AD	DEG	MFF	-0.2	5.0
7236	AD	DEG	MFGE8	0.5	4.0
7237	AD	DEG	MFHAS1	0.75	8.0
7238	AD	DEG	MFN1	-0.4285714285714285	7.0
7239	AD	DEG	MFN2	1.0	3.0
7240	AD	DEG	MFNG	1.0	5.0
7241	AD	DEG	MFSD1	0.3333333333333333	3.0
7242	AD	DEG	MFSD10	0.2	5.0
7243	AD	DEG	MFSD11	0.5	4.0
7244	AD	DEG	MFSD12	0.0	6.0
7245	AD	DEG	MFSD13A	-0.3333333333333333	3.0
7246	AD	DEG	MFSD14B	-0.5	4.0
7247	AD	DEG	MFSD14C	0.6666666666666666	6.0
7248	AD	DEG	MFSD2A	0.5	4.0
7249	AD	DEG	MFSD2B	1.0	2.0
7250	AD	DEG	MFSD3	0.0	4.0
7251	AD	DEG	MFSD4A	-1.0	6.0
7252	AD	DEG	MFSD4B	1.0	4.0
7253	AD	DEG	MFSD5	0.0	4.0
7254	AD	DEG	MFSD6	-0.5555555555555556	9.0
7255	AD	DEG	MFSD8	-0.3333333333333333	6.0
7256	AD	DEG	MFSD9	-0.2	5.0
7257	AD	DEG	MGA	0.2	5.0
7258	AD	DEG	MGAM	0.5	4.0
7259	AD	DEG	MGARP	0.5	4.0
7260	AD	DEG	MGAT1	0.5	4.0
7261	AD	DEG	MGAT3	-0.6	5.0
7262	AD	DEG	MGAT4A	0.3333333333333333	6.0
7263	AD	DEG	MGAT4B	-0.3333333333333333	6.0
7264	AD	DEG	MGAT4C	0.0	6.0
7265	AD	DEG	MGAT5	0.0	8.0
7266	AD	DEG	MGAT5B	0.4285714285714285	7.0
7267	AD	DEG	MGLL	0.7142857142857143	7.0
7268	AD	DEG	MGME1	1.0	5.0
7269	AD	DEG	MGMT	0.0	8.0
7270	AD	DEG	MGP	1.0	2.0
7271	AD	DEG	MGRN1	0.0	6.0
7272	AD	DEG	MGST1	0.75	8.0
7273	AD	DEG	MGST2	-0.1428571428571428	7.0
7274	AD	DEG	MGST3	-0.6	10.0
7275	AD	DEG	MIA3	-0.4285714285714285	7.0
7276	AD	DEG	MIB1	-0.3333333333333333	3.0
7277	AD	DEG	MIB2	-0.6	5.0
7278	AD	DEG	MICA	0.3333333333333333	3.0
7279	AD	DEG	MICAL1	-0.2	5.0
7280	AD	DEG	MICAL2	0.0	8.0
7281	AD	DEG	MICAL3	-0.3333333333333333	3.0
7282	AD	DEG	MICALL1	1.0	3.0
7283	AD	DEG	MICALL2	0.6	10.0
7284	AD	DEG	MICB	1.0	2.0
7285	AD	DEG	MICOS10	-1.0	3.0
7286	AD	DEG	MICOS13	-1.0	7.0
7287	AD	DEG	MICU1	-0.5	8.0
7288	AD	DEG	MICU2	0.0	6.0
7289	AD	DEG	MICU3	0.0	6.0
7290	AD	DEG	MID1	1.0	6.0
7291	AD	DEG	MID1IP1	0.5	12.0
7292	AD	DEG	MID2	1.0	2.0
7293	AD	DEG	MIDN	0.7142857142857143	7.0
7294	AD	DEG	MIEF1	0.0	4.0
7295	AD	DEG	MIEF2	-1.0	7.0
7296	AD	DEG	MIEN1	-0.3333333333333333	6.0
7297	AD	DEG	MIER1	1.0	6.0
7298	AD	DEG	MIER2	0.6666666666666666	6.0
7299	AD	DEG	MIER3	-0.2	5.0
7300	AD	DEG	MIF	0.0	2.0
7301	AD	DEG	MIF4GD	0.5555555555555556	9.0
7302	AD	DEG	MIGA1	-1.0	6.0
7303	AD	DEG	MIGA2	1.0	2.0
7304	AD	DEG	MIIP	0.5	4.0
7305	AD	DEG	MINDY1	1.0	5.0
7306	AD	DEG	MINDY2	0.0	2.0
7307	AD	DEG	MINDY3	-1.0	4.0
7308	AD	DEG	MINK1	0.75	8.0
7309	AD	DEG	MINPP1	-1.0	2.0
7310	AD	DEG	MIOS	-0.3333333333333333	6.0
7311	AD	DEG	MIPEP	0.5	4.0
7312	AD	DEG	MIPOL1	0.0	4.0
7313	AD	DEG	MIS12	0.2	5.0
7314	AD	DEG	MIS18A	-0.3333333333333333	3.0
7315	AD	DEG	MIS18BP1	1.0	3.0
7316	AD	DEG	MISP3	0.3333333333333333	3.0
7317	AD	DEG	MITD1	0.3333333333333333	6.0
7318	AD	DEG	MITF	0.3333333333333333	9.0
7319	AD	DEG	MKKS	-0.6666666666666666	12.0
7320	AD	DEG	MKLN1	0.3333333333333333	12.0
7321	AD	DEG	MKNK1	0.25	8.0
7322	AD	DEG	MKNK2	1.0	6.0
7323	AD	DEG	MKRN1	-0.5555555555555556	9.0
7324	AD	DEG	MKRN2	-0.4285714285714285	7.0
7325	AD	DEG	MKRN2OS	1.0	2.0
7326	AD	DEG	MKS1	0.2	5.0
7327	AD	DEG	MLC1	0.7142857142857143	7.0
7328	AD	DEG	MLEC	1.0	6.0
7329	AD	DEG	MLF1	-0.5	8.0
7330	AD	DEG	MLF2	-1.0	5.0
7331	AD	DEG	MLH1	-0.6	5.0
7332	AD	DEG	MLH3	-0.3333333333333333	3.0
7333	AD	DEG	MLIP	-0.6666666666666666	6.0
7334	AD	DEG	MLKL	0.7142857142857143	7.0
7335	AD	DEG	MLLT1	0.0	4.0
7336	AD	DEG	MLLT10	0.2	5.0
7337	AD	DEG	MLLT11	-0.4545454545454545	11.0
7338	AD	DEG	MLLT3	0.0	6.0
7339	AD	DEG	MLLT6	0.8181818181818182	11.0
7340	AD	DEG	MLPH	1.0	2.0
7341	AD	DEG	MLST8	-0.3333333333333333	3.0
7342	AD	DEG	MLX	0.3333333333333333	3.0
7343	AD	DEG	MLXIP	0.0	4.0
7344	AD	DEG	MLXIPL	0.4	10.0
7345	AD	DEG	MLYCD	1.0	3.0
7346	AD	DEG	MMAA	-0.3333333333333333	3.0
7347	AD	DEG	MMAB	1.0	4.0
7348	AD	DEG	MMACHC	0.0	2.0
7349	AD	DEG	MMADHC	-0.75	8.0
7350	AD	DEG	MMD	-1.0	8.0
7351	AD	DEG	MMD2	0.6666666666666666	6.0
7352	AD	DEG	MME	-0.1428571428571428	7.0
7353	AD	DEG	MMEL1	1.0	4.0
7354	AD	DEG	MMGT1	-1.0	3.0
7355	AD	DEG	MMP14	0.3333333333333333	6.0
7356	AD	DEG	MMP16	-1.0	4.0
7357	AD	DEG	MMP17	-0.4285714285714285	7.0
7358	AD	DEG	MMP19	1.0	3.0
7359	AD	DEG	MMP2	1.0	3.0
7360	AD	DEG	MMP23B	1.0	2.0
7361	AD	DEG	MMP24	0.1111111111111111	9.0
7362	AD	DEG	MMP25	1.0	3.0
7363	AD	DEG	MMP26	0.0	2.0
7364	AD	DEG	MMP28	1.0	5.0
7365	AD	DEG	MMP8	1.0	2.0
7366	AD	DEG	MMP9	0.3333333333333333	3.0
7367	AD	DEG	MMRN2	-0.3333333333333333	3.0
7368	AD	DEG	MMS19	-0.2	5.0
7369	AD	DEG	MMS22L	0.3333333333333333	3.0
7370	AD	DEG	MMUT	0.3333333333333333	3.0
7371	AD	DEG	MN1	0.3333333333333333	3.0
7372	AD	DEG	MNAT1	-0.4285714285714285	7.0
7373	AD	DEG	MND1	0.0	4.0
7374	AD	DEG	MNS1	-0.5	4.0
7375	AD	DEG	MNT	0.7142857142857143	7.0
7376	AD	DEG	MNX1	0.3333333333333333	3.0
7377	AD	DEG	MOAP1	-0.4	10.0
7378	AD	DEG	MOB1A	0.5	8.0
7379	AD	DEG	MOB1B	-1.0	2.0
7380	AD	DEG	MOB2	-0.5	4.0
7381	AD	DEG	MOB3A	0.2	5.0
7382	AD	DEG	MOB3B	0.6	5.0
7383	AD	DEG	MOB3C	1.0	7.0
7384	AD	DEG	MOB4	-0.6	10.0
7385	AD	DEG	MOBP	1.0	6.0
7386	AD	DEG	MOCOS	0.0	2.0
7387	AD	DEG	MOCS1	0.6666666666666666	6.0
7388	AD	DEG	MOCS2	-0.4285714285714285	7.0
7389	AD	DEG	MOCS3	-1.0	6.0
7390	AD	DEG	MOGAT1	0.6	5.0
7391	AD	DEG	MOGS	0.0	6.0
7392	AD	DEG	MOK	0.3333333333333333	3.0
7393	AD	DEG	MON1A	0.0	4.0
7394	AD	DEG	MON1B	0.0	4.0
7395	AD	DEG	MON2	0.5	4.0
7396	AD	DEG	MORC1	1.0	2.0
7397	AD	DEG	MORC2	0.6666666666666666	6.0
7398	AD	DEG	MORC3	0.6666666666666666	6.0
7399	AD	DEG	MORC4	1.0	4.0
7400	AD	DEG	MORF4L1	-0.3333333333333333	6.0
7401	AD	DEG	MORF4L2	-0.4285714285714285	7.0
7402	AD	DEG	MORN1	0.6	5.0
7403	AD	DEG	MORN2	-0.2	5.0
7404	AD	DEG	MORN4	-0.3333333333333333	9.0
7405	AD	DEG	MOSMO	1.0	4.0
7406	AD	DEG	MOSPD1	0.0	2.0
7407	AD	DEG	MOSPD2	1.0	3.0
7408	AD	DEG	MOSPD3	1.0	3.0
7409	AD	DEG	MOV10	1.0	3.0
7410	AD	DEG	MOV10L1	0.3333333333333333	3.0
7411	AD	DEG	MOXD1	0.0	6.0
7412	AD	DEG	MPC1	0.0	4.0
7413	AD	DEG	MPC2	-0.6363636363636364	11.0
7414	AD	DEG	MPDU1	-0.5	4.0
7415	AD	DEG	MPDZ	-0.2	5.0
7416	AD	DEG	MPEG1	-1.0	3.0
7417	AD	DEG	MPG	0.6	5.0
7418	AD	DEG	MPHOSPH10	-0.2	5.0
7419	AD	DEG	MPHOSPH6	-0.3333333333333333	9.0
7420	AD	DEG	MPHOSPH8	0.3333333333333333	6.0
7421	AD	DEG	MPHOSPH9	1.0	7.0
7422	AD	DEG	MPI	-0.7142857142857143	7.0
7423	AD	DEG	MPL	-0.3333333333333333	3.0
7424	AD	DEG	MPLKIP	0.5	4.0
7425	AD	DEG	MPND	-0.8	10.0
7426	AD	DEG	MPP1	-0.4545454545454545	11.0
7427	AD	DEG	MPP2	-1.0	7.0
7428	AD	DEG	MPP3	0.2	5.0
7429	AD	DEG	MPP4	0.0	2.0
7430	AD	DEG	MPP7	0.3333333333333333	3.0
7431	AD	DEG	MPPE1	0.0	4.0
7432	AD	DEG	MPPED1	-0.6666666666666666	6.0
7433	AD	DEG	MPPED2	-0.5555555555555556	9.0
7434	AD	DEG	MPRIP	-0.1428571428571428	7.0
7435	AD	DEG	MPST	0.6	5.0
7436	AD	DEG	MPV17	-0.25	8.0
7437	AD	DEG	MPV17L	0.4285714285714285	7.0
7438	AD	DEG	MPV17L2	-1.0	2.0
7439	AD	DEG	MPZ	0.3333333333333333	3.0
7440	AD	DEG	MPZL1	1.0	3.0
7441	AD	DEG	MPZL2	1.0	5.0
7442	AD	DEG	MPZL3	0.3333333333333333	3.0
7443	AD	DEG	MR1	-1.0	2.0
7444	AD	DEG	MRAP2	-0.4285714285714285	7.0
7445	AD	DEG	MRAS	0.7777777777777778	9.0
7446	AD	DEG	MRC1	1.0	2.0
7447	AD	DEG	MRC2	0.5	4.0
7448	AD	DEG	MREG	-0.3333333333333333	3.0
7449	AD	DEG	MRFAP1	-0.5	8.0
7450	AD	DEG	MRFAP1L1	-0.4285714285714285	7.0
7451	AD	DEG	MRGBP	0.0	2.0
7452	AD	DEG	MRGPRF	0.5	4.0
7453	AD	DEG	MRGPRX2	1.0	2.0
7454	AD	DEG	MRGPRX3	-1.0	3.0
7455	AD	DEG	MRGPRX4	0.0	2.0
7456	AD	DEG	MRI1	0.5	4.0
7457	AD	DEG	MRLN	0.3333333333333333	3.0
7458	AD	DEG	MRM1	0.3333333333333333	3.0
7459	AD	DEG	MRM3	-1.0	4.0
7460	AD	DEG	MRNIP	-1.0	2.0
7461	AD	DEG	MRO	0.6666666666666666	6.0
7462	AD	DEG	MROH1	0.3333333333333333	6.0
7463	AD	DEG	MROH6	1.0	3.0
7464	AD	DEG	MROH8	0.3333333333333333	3.0
7465	AD	DEG	MROH9	0.0	2.0
7466	AD	DEG	MRPL1	-0.75	8.0
7467	AD	DEG	MRPL10	-1.0	4.0
7468	AD	DEG	MRPL11	-0.2	5.0
7469	AD	DEG	MRPL13	-0.6	10.0
7470	AD	DEG	MRPL14	-0.3333333333333333	9.0
7471	AD	DEG	MRPL15	-0.6363636363636364	11.0
7472	AD	DEG	MRPL16	-0.25	8.0
7473	AD	DEG	MRPL17	-0.5555555555555556	9.0
7474	AD	DEG	MRPL18	-0.3333333333333333	6.0
7475	AD	DEG	MRPL19	0.0	6.0
7476	AD	DEG	MRPL2	0.0	4.0
7477	AD	DEG	MRPL20	-0.2	5.0
7478	AD	DEG	MRPL21	-0.5	8.0
7479	AD	DEG	MRPL22	-0.3333333333333333	6.0
7480	AD	DEG	MRPL23	-0.6	5.0
7481	AD	DEG	MRPL24	-0.6666666666666666	6.0
7482	AD	DEG	MRPL27	-0.4285714285714285	7.0
7483	AD	DEG	MRPL28	-1.0	8.0
7484	AD	DEG	MRPL3	-0.5	8.0
7485	AD	DEG	MRPL30	-1.0	10.0
7486	AD	DEG	MRPL32	-0.4285714285714285	7.0
7487	AD	DEG	MRPL33	1.0	4.0
7488	AD	DEG	MRPL34	-0.1428571428571428	7.0
7489	AD	DEG	MRPL35	-1.0	5.0
7490	AD	DEG	MRPL36	-0.3333333333333333	6.0
7491	AD	DEG	MRPL37	-0.8	10.0
7492	AD	DEG	MRPL39	-0.7142857142857143	7.0
