community,pathway,hubness in community,curated category
6,GO_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BINDING,0.001255154,REACTOME_AUTOPHAGY
6,GO_ALPHA_GLUCOSIDASE_ACTIVITY,0.000254191,Immune System
6,GO_CERAMIDASE_ACTIVITY,0.00067759,Metabolism of proteins
6,GO_ALPHA_AMYLASE_ACTIVITY_RELEASING_MALTOHEXAOSE_,0.000122324,REACTOME_DISEASE
6,GO_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN,0.00820701,REACTOME_DEVELOPMENTAL_BIOLOGY
6,GO_CORECEPTOR_ACTIVITY_INVOLVED_IN_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY,0.000658654,Signal Transduction
6,GO_PROTEIN_ADP_RIBOSYLASE_ACTIVITY,0.001123107,Metabolism of proteins
7,KEGG_ABC_TRANSPORTERS,0.019967653,Immune System
7,KEGG_VIBRIO_CHOLERAE_INFECTION,0.012794313,REACTOME_DNA_REPAIR
7,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.011757686,REACTOME_DNA_REPAIR
7,REACTOME_INSULIN_RECEPTOR_RECYCLING,0.015112459,REACTOME_DNA_REPAIR
7,REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.012502132,Immune System
7,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0.014359562,Signal Transduction
7,REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.006236888,REACTOME_DISEASE
7,REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,0.012831284,Metabolism of proteins
7,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,0.000713531,REACTOME_DISEASE
7,REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,0.001443028,Metabolism of proteins
7,REACTOME_CRISTAE_FORMATION,0.005265598,Metabolism of proteins
7,GO_PHAGOSOME_MATURATION,0.013301544,Metabolism of proteins
7,GO_SECRETORY_GRANULE_LOCALIZATION,0.001472325,Metabolism of proteins
7,GO_NEGATIVE_REGULATION_OF_CHROMATIN_BINDING,0.000473096,Metabolism of proteins
7,GO_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS,0.002453872,Immune System
7,GO_CHIASMA_ASSEMBLY,0.000814083,REACTOME_DNA_REPAIR
7,GO_RESPONSE_TO_HYDROXYUREA,0.00096321,REACTOME_DNA_REPAIR
7,GO_RESPONSE_TO_CISPLATIN,0.000305464,REACTOME_DNA_REPAIR
7,GO_CELLULAR_RESPONSE_TO_CISPLATIN,0.000333155,REACTOME_DNA_REPAIR
7,GO_RESPONSE_TO_CAMPTOTHECIN,0.001232413,REACTOME_DNA_REPAIR
7,GO_DENSE_CORE_GRANULE_TRANSPORT,0.00140486,REACTOME_DNA_REPAIR
7,GO_ACTIVE_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.036203803,REACTOME_DNA_REPAIR
7,GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY,0.019879486,REACTOME_DNA_REPAIR
7,GO_PURINE_NTP_DEPENDENT_HELICASE_ACTIVITY,0.034593766,REACTOME_DNA_REPAIR
7,GO_MAGNESIUM_ION_BINDING,0.007215361,REACTOME_VESICLE_MEDIATED_TRANSPORT
7,GO_DNA_SECONDARY_STRUCTURE_BINDING,0.003063375,REACTOME_DNA_REPAIR
7,GO_ATPASE_ACTIVITY_COUPLED,0.056784279,REACTOME_DNA_REPAIR
7,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY,0.015364868,REACTOME_DNA_REPAIR
7,GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_PHOSPHORYLATIVE_MECHANISM,0.017004203,REACTOME_DNA_REPAIR
7,GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,0.047806605,REACTOME_NEURONAL_SYSTEM
7,GO_ADP_BINDING,0.00628617,REACTOME_NEURONAL_SYSTEM
7,GO_MISMATCHED_DNA_BINDING,0.001949808,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_HELICASE_ACTIVITY,0.036516853,REACTOME_DNA_REPAIR
7,GO_ATPASE_BINDING,0.003723558,REACTOME_DNA_REPAIR
7,GO_MICROTUBULE_MOTOR_ACTIVITY,0.021975218,REACTOME_DNA_REPAIR
7,GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES,0.049617137,REACTOME_METABOLISM_OF_RNA
7,GO_MICROFILAMENT_MOTOR_ACTIVITY,0.005393856,REACTOME_METABOLISM_OF_RNA
7,GO_DRUG_BINDING,0.041076846,Immune System
7,GO_3_5_DNA_HELICASE_ACTIVITY,0.005705858,Immune System
7,GO_FOUR_WAY_JUNCTION_DNA_BINDING,0.002588814,REACTOME_METABOLISM_OF_RNA
7,GO_ANNEALING_ACTIVITY,0.002520775,REACTOME_METABOLISM_OF_RNA
7,GO_RNA_HELICASE_ACTIVITY,0.019194044,Signal Transduction
7,GO_DNA_DEPENDENT_ATPASE_ACTIVITY,0.032687923,Immune System
7,GO_RIBONUCLEOTIDE_BINDING,0.032220523,REACTOME_METABOLISM_OF_RNA
7,GO_MOTOR_ACTIVITY,0.023226617,Metabolism of proteins
7,GO_PHOSPHOTRANSFERASE_ACTIVITY_NITROGENOUS_GROUP_AS_ACCEPTOR,0.000570398,Immune System
7,GO_ACTIN_DEPENDENT_ATPASE_ACTIVITY,0.003547164,REACTOME_METABOLISM_OF_RNA
7,GO_PROTON_TRANSPORTING_ATP_SYNTHASE_ACTIVITY_ROTATIONAL_MECHANISM,0.00897479,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_ATPASE_ACTIVITY,0.060596615,REACTOME_METABOLISM_OF_RNA
7,GO_ADENYL_NUCLEOTIDE_BINDING,0.043451534,REACTOME_NEURONAL_SYSTEM
7,GO_DNA_HELICASE_ACTIVITY,0.021387517,REACTOME_NEURONAL_SYSTEM
7,GO_Y_FORM_DNA_BINDING,0.001068094,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_BUBBLE_DNA_BINDING,0.00126669,Metabolism
7,GO_ATP_DEPENDENT_PEPTIDASE_ACTIVITY,0.001161057,Immune System
7,GO_EXOPOLYPHOSPHATASE_ACTIVITY,0.00020924,Metabolism
7,GO_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM,0.0078957,Immune System
7,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_MINUS_END_DIRECTED,0.006978588,REACTOME_DISEASE
7,GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY_PLUS_END_DIRECTED,0.00846299,REACTOME_DISEASE
7,GO_FOUR_WAY_JUNCTION_HELICASE_ACTIVITY,0.002707456,REACTOME_DISEASE
7,GO_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.055374049,REACTOME_DISEASE
7,GO_DNA_TRANSLOCASE_ACTIVITY,0.0017736,Immune System
7,GO_CENTROMERIC_DNA_BINDING,0.000540317,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_DNA_INSERTION_OR_DELETION_BINDING,0.00162471,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_GUANINE_THYMINE_MISPAIR_BINDING,0.001878018,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_SINGLE_BASE_INSERTION_OR_DELETION_BINDING,0.001883178,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_SINGLE_THYMINE_INSERTION_BINDING,0.001727713,Signal Transduction
7,GO_OXIDIZED_DNA_BINDING,0.001974138,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_MISMATCH_REPAIR_COMPLEX_BINDING,0.001609733,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_MUTLALPHA_COMPLEX_BINDING,0.001105207,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_MUTSALPHA_COMPLEX_BINDING,0.000705838,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_3_5_RNA_HELICASE_ACTIVITY,0.008210647,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_ANNEALING_HELICASE_ACTIVITY,0.002423869,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_PROTON_EXPORTING_ATPASE_ACTIVITY,0.019675555,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_5_3_DNA_HELICASE_ACTIVITY,0.003562617,REACTOME_DEVELOPMENTAL_BIOLOGY
7,GO_ATP_DEPENDENT_3_5_DNA_HELICASE_ACTIVITY,0.005318096,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_ATP_DEPENDENT_5_3_DNA_HELICASE_ACTIVITY,0.00309235,Metabolism
7,GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_ROTATIONAL_MECHANISM,0.021111954,Signal Transduction
7,GO_DYNEIN_LIGHT_CHAIN_BINDING,0.007761722,Signal Transduction
7,GO_DYNEIN_HEAVY_CHAIN_BINDING,0.002751748,Signal Transduction
7,GO_DYNEIN_INTERMEDIATE_CHAIN_BINDING,0.005586635,Signal Transduction
7,GO_PROTON_TRANSPORTING_ATPASE_ACTIVITY_ROTATIONAL_MECHANISM,0.015358075,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
7,GO_G_QUADRUPLEX_DNA_BINDING,0.003050902,REACTOME_VESICLE_MEDIATED_TRANSPORT
7,GO_DYNEIN_LIGHT_INTERMEDIATE_CHAIN_BINDING,0.005283596,REACTOME_DEVELOPMENTAL_BIOLOGY
8,KEGG_PROTEASOME,0.010495265,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.011224485,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.01017962,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.011860361,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,REACTOME_SIGNALING_BY_NOTCH4,0.009978177,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.011474226,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.012075401,Metabolism of proteins
8,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.009187262,Metabolism
8,REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,0.011740552,REACTOME_DNA_REPLICATION
8,REACTOME_TCR_SIGNALING,0.010347326,REACTOME_DNA_REPLICATION
8,REACTOME_DOWNSTREAM_TCR_SIGNALING,0.010894002,REACTOME_CELL_CYCLE
8,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.005619567,REACTOME_CELL_CYCLE
8,REACTOME_REGULATION_OF_APOPTOSIS,0.012265831,REACTOME_CELL_CYCLE
8,REACTOME_METABOLISM_OF_POLYAMINES,0.010460164,REACTOME_CELL_CYCLE
8,REACTOME_CELL_CYCLE_CHECKPOINTS,0.008110311,REACTOME_DNA_REPLICATION
8,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.009783531,REACTOME_DNA_REPLICATION
8,REACTOME_MITOTIC_G1_G1_S_PHASES,0.008890255,REACTOME_DNA_REPLICATION
8,REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE,0.011556169,REACTOME_DNA_REPLICATION
8,REACTOME_MITOTIC_G2_G2_M_PHASES,0.008313935,REACTOME_CELL_CYCLE
8,REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX,0.011509132,REACTOME_CELL_CYCLE
8,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0.010330845,REACTOME_AUTOPHAGY
8,REACTOME_DNA_REPLICATION,0.010744629,REACTOME_CELL_CYCLE
8,REACTOME_HIV_INFECTION,0.007526025,REACTOME_CELL_CYCLE
8,REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.009706359,REACTOME_CELL_CYCLE
8,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.006516318,Metabolism
8,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.007346997,Metabolism
8,REACTOME_G2_M_CHECKPOINTS,0.008636262,Metabolism
8,REACTOME_S_PHASE,0.009847066,Metabolism
8,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0.012337613,Metabolism
8,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.010949725,Metabolism
8,REACTOME_APC_C:CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C:CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.011658239,Metabolism
8,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C:CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,0.011511907,Metabolism
8,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,0.011236219,REACTOME_METABOLISM_OF_RNA
8,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.010882116,REACTOME_METABOLISM_OF_RNA
8,REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,0.009179346,REACTOME_METABOLISM_OF_RNA
8,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,0.008268857,Metabolism of proteins
8,REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.010146775,Metabolism of proteins
8,REACTOME_SIGNALING_BY_ROBO_RECEPTORS,0.00753951,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
8,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.009001899,Metabolism
8,REACTOME_PCP_CE_PATHWAY,0.010555296,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,0.009862353,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.012069941,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.011573052,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_DEGRADATION_OF_AXIN,0.012153113,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_DEGRADATION_OF_DVL,0.012044839,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_PROGRAMMED_CELL_DEATH,0.007970671,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,0.011372148,Signal Transduction
8,REACTOME_SIGNALING_BY_HEDGEHOG,0.009232927,REACTOME_DNA_REPAIR
8,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.012106603,REACTOME_DNA_REPAIR
8,REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.011167901,REACTOME_DNA_REPAIR
8,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.012244694,REACTOME_DNA_REPAIR
8,REACTOME_HEDGEHOG_OFF_STATE,0.010131705,REACTOME_DNA_REPAIR
8,REACTOME_ABC_TRANSPORTER_DISORDERS,0.010820522,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,0.007978554,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,0.010360103,REACTOME_AUTOPHAGY
8,REACTOME_HEDGEHOG_ON_STATE,0.010591763,Metabolism
8,REACTOME_REGULATION_OF_RAS_BY_GAPS,0.011194547,Signal Transduction
8,REACTOME_INFECTIOUS_DISEASE,0.006606556,REACTOME_CELL_CYCLE
8,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,0.01022689,REACTOME_METABOLISM_OF_RNA
8,REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,0.011722628,Signal Transduction
8,REACTOME_MAPK6_MAPK4_SIGNALING,0.010149203,Signal Transduction
8,REACTOME_DEUBIQUITINATION,0.00720779,REACTOME_HEMOSTASIS
8,REACTOME_UCH_PROTEINASES,0.009727949,Signal Transduction
8,REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.007737703,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_PTEN_REGULATION,0.009202167,REACTOME_HEMOSTASIS
8,REACTOME_DNA_REPLICATION_PRE_INITIATION,0.010866322,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,0.01165436,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
8,REACTOME_STABILIZATION_OF_P53,0.011964323,Metabolism
8,REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,0.011438947,Metabolism
8,REACTOME_CYCLIN_A:CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.010240148,Metabolism
8,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,0.010828882,Metabolism
8,REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS,0.012516418,Metabolism
8,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.009444024,Metabolism
8,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,0.010013222,Metabolism
8,REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,0.01137931,Metabolism
8,REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,0.011208603,REACTOME_CELL_CYCLE
8,REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,0.011240159,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
8,REACTOME_NEDDYLATION,0.00790702,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
8,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,0.007213324,Signal Transduction
8,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,0.008033265,Metabolism
8,REACTOME_INTERLEUKIN_1_SIGNALING,0.010843957,Signal Transduction
8,REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.011575062,Signal Transduction
8,REACTOME_ANTIGEN_PROCESSING:_UBIQUITINATION_PROTEASOME_DEGRADATION,0.007528815,Signal Transduction
8,GO_PROTEIN_CATABOLIC_PROCESS,0.006403827,Signal Transduction
8,GO_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.006621513,Signal Transduction
8,GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.007336555,REACTOME_NEURONAL_SYSTEM
8,GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,0.009980718,Metabolism
8,GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION,0.010216516,Immune System
8,GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS,0.008325313,REACTOME_DISEASE
8,GO_RESPONSE_TO_INTERLEUKIN_1,0.009202458,Signal Transduction
8,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,0.010339472,Signal Transduction
8,GO_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,0.010121139,Metabolism of proteins
8,GO_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM,0.008736011,REACTOME_CELL_CYCLE
8,GO_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,0.006752436,Signal Transduction
8,GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.006970146,REACTOME_DISEASE
8,GO_NEGATIVE_REGULATION_OF_CELL_CYCLE,0.005677725,REACTOME_DEVELOPMENTAL_BIOLOGY
8,GO_REGULATION_OF_STEM_CELL_DIFFERENTIATION,0.009309487,REACTOME_CELL_CYCLE
8,GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,0.00582336,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS,0.007118267,REACTOME_CELL_CYCLE
8,GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,0.005876486,Immune System
8,GO_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,0.008326199,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,GO_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,0.007541683,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,GO_PROTEASOME_BINDING,0.000523545,REACTOME_VESICLE_MEDIATED_TRANSPORT
8,GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY,0.004961638,Signal Transduction
8,GO_PROTEASOME_ACTIVATING_ATPASE_ACTIVITY,0.001642566,REACTOME_DISEASE
8,GO_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY,0.000920096,Signal Transduction
8,GO_PROTEIN_BINDING_BRIDGING_INVOLVED_IN_SUBSTRATE_RECOGNITION_FOR_UBIQUITINATION,3.28E-05,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,KEGG_PPAR_SIGNALING_PATHWAY,0.00669241,Signal Transduction
9,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,2.40E-05,REACTOME_DEVELOPMENTAL_BIOLOGY
9,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.000458327,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
9,REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0.000691275,REACTOME_TRANSPORT_OF_SMALL_MOLECULES
9,REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,0.00045825,Metabolism of proteins
9,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.002621657,Metabolism of proteins
9,REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG,0.000965418,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_TRIGLYCERIDE_CATABOLISM,0.002377966,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,0.000430251,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,0.000543612,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.015922761,REACTOME_METABOLISM_OF_RNA
9,REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,0.000540324,REACTOME_METABOLISM_OF_RNA
9,REACTOME_IMPORT_OF_PALMITOYL_COA_INTO_THE_MITOCHONDRIAL_MATRIX,0.001047956,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_VISUAL_PHOTOTRANSDUCTION,0.005578007,Metabolism of proteins
9,REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS,0.002263353,Signal Transduction
9,REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,0.001967655,Metabolism of proteins
9,REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,0.000576841,REACTOME_DISEASE
9,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.003131667,Signal Transduction
9,REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG,0.000622381,Signal Transduction
9,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,0.000670665,Signal Transduction
9,REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2,0.000710275,Signal Transduction
9,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.006109124,REACTOME_VESICLE_MEDIATED_TRANSPORT
9,REACTOME_VLDL_ASSEMBLY,0.001761441,REACTOME_DISEASE
9,REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION,0.002005983,REACTOME_DISEASE
9,REACTOME_CHYLOMICRON_ASSEMBLY,0.006080632,Metabolism of proteins
9,REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.004153621,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_HDL_ASSEMBLY,0.001826994,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,0.007144053,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_PLASMA_LIPOPROTEIN_REMODELING,0.010310036,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_CHYLOMICRON_REMODELING,0.007557673,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_HDL_CLEARANCE,0.001681541,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_CHYLOMICRON_CLEARANCE,0.003089679,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
9,REACTOME_LDL_CLEARANCE,0.003680426,REACTOME_DIGESTION_AND_ABSORPTION
9,REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.007861052,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_VLDL_CLEARANCE,0.001762773,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,REACTOME_HDL_REMODELING,0.005600703,Metabolism
9,REACTOME_LIPID_PARTICLE_ORGANIZATION,0.000389311,Signal Transduction
9,REACTOME_TRIGLYCERIDE_METABOLISM,0.003032574,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,GO_REGULATION_OF_LIPID_STORAGE,0.007337851,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,GO_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,0.001642666,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,GO_LIPOPROTEIN_METABOLIC_PROCESS,0.007373199,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,0.009967039,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,GO_PLASMA_MEMBRANE_ORGANIZATION,0.003440376,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
9,GO_MEMBRANE_RAFT_ORGANIZATION,0.001179486,REACTOME_GENE_EXPRESSION_TRANSCRIPTION
