	id	cell_type	ctrl_ids	curator	drug_name	drugbank_id	geo_id	organism	pert_ids	platform	pubchem_cid	smiles	version
315	drug:P1943	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133020|GSM133021		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132934|GSM132935	GPL570			2.0
316	drug:P1945	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133020|GSM133021		inhibitor|dimethyl sulfoxide|plumbylidyne group		GSE5716	human	GSM132942|GSM132943	GPL570			2.0
317	drug:P1946	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133020|GSM133021		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132945|GSM132946	GPL570			2.0
318	drug:P1355	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230782|GSM1230783|GSM1230784		paclitaxel|eribulin		GSE50831	human	GSM1230779|GSM1230780|GSM1230781	GPL570			2.0
319	drug:P1947	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133020|GSM133021		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132948|GSM132951	GPL570			2.0
320	drug:P1533	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230854|GSM1230855|GSM1230856		paclitaxel|eribulin		GSE50831	human	GSM1230725|GSM1230726|GSM1230727	GPL570			2.0
321	drug:P4306	Lymphatic Endothelial Cells|Cells	GSM410666|GSM410667|GSM410668|GSM410669|GSM410670|GSM410671				GSE16357	human	GSM410672|GSM410673|GSM410674|GSM410675|GSM410676|GSM410677	[GPL570, GPL8617]			2.0
322	drug:P4309	Lymphatic Endothelial Cells|Cells	GSM410666|GSM410667|GSM410668|GSM410669|GSM410670|GSM410671				GSE16357	human	GSM410693|GSM410694|GSM410695	[GPL570, GPL8617]			2.0
323	drug:P4308	Lymphatic Endothelial Cells|Cells	GSM410666|GSM410667|GSM410668|GSM410669|GSM410670|GSM410671				GSE16357	human	GSM410690|GSM410691|GSM410692	[GPL570, GPL8617]			2.0
324	drug:P3620	Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant	GSM198910|GSM198911|GSM198912|GSM198913		oxaliplatin|cisplatin|platinum		GSE8057	human	GSM198933|GSM198934	GPL8300			2.0
325	drug:P4055	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		2,3,7,8-tetrachlorodibenzodioxine|dimethyl sulfoxide|3,3',4,4',5-pentachlorobiphenyl		GSE14554	rat	GSM364093|GSM364094	GPL85			2.0
326	drug:P4054	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		2,3,7,8-tetrachlorodibenzodioxine|dimethyl sulfoxide|3,3',4,4',5-pentachlorobiphenyl		GSE14554	rat	GSM364091|GSM364092	GPL85			2.0
327	drug:P4057	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		2,3,7,8-tetrachlorodibenzodioxine|dimethyl sulfoxide|3,3',4,4',5-pentachlorobiphenyl		GSE14554	rat	GSM364097|GSM364102	GPL85			2.0
328	drug:P4056	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		2,3,7,8-tetrachlorodibenzodioxine|dimethyl sulfoxide|3,3',4,4',5-pentachlorobiphenyl		GSE14554	rat	GSM364095|GSM364098	GPL85			2.0
329	drug:P4051	Myeloma cell|Cultured Cell Line|Cells [Chemical/Ingredient]	GSM363390|GSM363415		diarsenic trioxide|arsenic atom		GSE14519	human	GSM363379|GSM363383|GSM363387|GSM363389|GSM363392|GSM363394|GSM363396|GSM363398|GSM363401|GSM363403|GSM363405|GSM363408|GSM363409|GSM363410|GSM363412|GSM363413|GSM363414|GSM363416|GSM363418|GSM363419	GPL570			2.0
330	drug:P4050	Myeloma cell|Cultured Cell Line|Cells [Chemical/Ingredient]	GSM363385|GSM363406		diarsenic trioxide|arsenic atom		GSE14519	human	GSM363379|GSM363383|GSM363387|GSM363389|GSM363392|GSM363394|GSM363396|GSM363398|GSM363401|GSM363403|GSM363405|GSM363408|GSM363409|GSM363410|GSM363412|GSM363413|GSM363414|GSM363416|GSM363418|GSM363419	GPL570			2.0
331	drug:P4053	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		2,3,7,8-tetrachlorodibenzodioxine|3,3',4,4',5-pentachlorobiphenyl|dimethyl sulfoxide		GSE14554	rat	GSM364096|GSM364100|GSM364108|GSM364111	GPL85			2.0
332	drug:P4052	Myeloma cell|Cultured Cell Line|Cells [Chemical/Ingredient]	GSM363395|GSM363411		diarsenic trioxide|arsenic atom		GSE14519	human	GSM363379|GSM363383|GSM363387|GSM363389|GSM363392|GSM363394|GSM363396|GSM363398|GSM363401|GSM363403|GSM363405|GSM363408|GSM363409|GSM363410|GSM363412|GSM363413|GSM363414|GSM363416|GSM363418|GSM363419	GPL570			2.0
333	drug:P4059	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		3,3',4,4',5-pentachlorobiphenyl|2,3,7,8-tetrachlorodibenzodioxine|dimethyl sulfoxide		GSE14554	rat	GSM364101|GSM364106	GPL85			2.0
334	drug:P4058	Body tissue|Hepatocyte|Entire liver	GSM364089|GSM364090		2,3,7,8-tetrachlorodibenzodioxine|dimethyl sulfoxide|3,3',4,4',5-pentachlorobiphenyl		GSE14554	rat	GSM364099|GSM364104	GPL85			2.0
335	drug:P5486	Cells [Chemical/Ingredient]|Cultured Cell Line	GSM852236|GSM852237|GSM852238		dimethyl sulfoxide		GSE34635	human	GSM852242|GSM852243|GSM852244|GSM852245|GSM852246|GSM852247|GSM852251|GSM852252|GSM852253	GPL570			2.0
336	drug:P5481	Cultured Cell Line|Tumor cells, malignant	GSM848596|GSM848597|GSM848598		(R)-noradrenaline		GSE34405	human	GSM848599|GSM848600|GSM848601	GPL96			2.0
337	drug:P887	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230569|GSM1230570		paclitaxel|eribulin		GSE50830	human	GSM1230619|GSM1230620|GSM1230621	GPL570			2.0
338	drug:P881	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230569|GSM1230570		paclitaxel|eribulin		GSE50830	human	GSM1230574|GSM1230575|GSM1230576	GPL570			2.0
339	drug:P880	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230569|GSM1230570		eribulin|paclitaxel		GSE50830	human	GSM1230571|GSM1230572|GSM1230573	GPL570			2.0
340	drug:P883	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230569|GSM1230570		paclitaxel|eribulin		GSE50830	human	GSM1230583|GSM1230584|GSM1230585	GPL570			2.0
341	drug:P882	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230569|GSM1230570		eribulin|paclitaxel		GSE50830	human	GSM1230580|GSM1230581|GSM1230582	GPL570			2.0
342	drug:P3359	Cultured Cell Line	GSM1672077|GSM1672090|GSM1672127				GSE68453	human	GSM1672075|GSM1672104|GSM1672117	GPL10558			2.0
343	drug:P312	Hepatocyte|Cells	GSM1082988|GSM1082989|GSM1082990|GSM1082991|GSM1082992		dimethyl sulfoxide|flutamide		GSE44317	rat	GSM1082993|GSM1082994|GSM1082995|GSM1082996|GSM1082997|GSM1082998	GPL6247			2.0
344	drug:P4613	Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552273|GSM552274|GSM552275	GPL1261			2.0
345	drug:P4612	3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552270|GSM552271|GSM552272|GSM552300|GSM552301|GSM552302	GPL1261			2.0
346	drug:P4611	3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552267|GSM552268|GSM552269	GPL1261			2.0
347	drug:P4610	Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552264|GSM552265|GSM552266	GPL1261			2.0
348	drug:P4617	3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552297|GSM552298|GSM552299	GPL1261			2.0
349	drug:P4616	Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552294|GSM552295|GSM552296	GPL1261			2.0
350	drug:P4615	Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552291|GSM552292|GSM552293	GPL1261			2.0
351	drug:P4614	Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552255|GSM552256|GSM552257		carcinogenic agent		GSE22180	mouse	GSM552276|GSM552277|GSM552278	GPL1261			2.0
352	drug:P4619	Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient]	GSM552258|GSM552259|GSM552260		carcinogenic agent		GSE22180	mouse	GSM552246|GSM552247|GSM552248	GPL1261			2.0
353	drug:P1061	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230710|GSM1230711|GSM1230712		paclitaxel|eribulin		GSE50831	human	GSM1230833|GSM1230834|GSM1230835	GPL570			2.0
354	drug:P1060	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230710|GSM1230711|GSM1230712		eribulin|paclitaxel		GSE50831	human	GSM1230830|GSM1230831|GSM1230832	GPL570			2.0
355	drug:P1067	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230710|GSM1230711|GSM1230712		paclitaxel|eribulin		GSE50831	human	GSM1230869|GSM1230870|GSM1230871	GPL570			2.0
356	drug:P1066	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230710|GSM1230711|GSM1230712		eribulin|paclitaxel		GSE50831	human	GSM1230866|GSM1230867|GSM1230868	GPL570			2.0
357	drug:P1065	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230710|GSM1230711|GSM1230712		paclitaxel|eribulin		GSE50831	human	GSM1230860|GSM1230861|GSM1230862	GPL570			2.0
358	drug:P1064	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230710|GSM1230711|GSM1230712		eribulin|paclitaxel		GSE50831	human	GSM1230857|GSM1230858|GSM1230859	GPL570			2.0
359	drug:P4458	Body tissue|Entire liver|Mouse Liver	GSM444126|GSM444127|GSM444128|GSM444129|GSM444138|GSM444139|GSM444140|GSM444141		oxygen atom|2-butoxyethanol		GSE17880	mouse	GSM444084|GSM444085|GSM444086|GSM444087	GPL1261			2.0
360	drug:P3234	Cultured Cell Line	GSM1672016|GSM1672021|GSM1672029				GSE68453	human	GSM1671984|GSM1671993|GSM1672063	GPL10558			2.0
361	drug:P4280	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398786|GSM398787	GPL6247			2.0
362	drug:P4281	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398788|GSM398789	GPL6247			2.0
363	drug:P4282	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398790|GSM398791	GPL6247			2.0
364	drug:P4283	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398792|GSM398793	GPL6247			2.0
365	drug:P4284	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398794|GSM398795	GPL6247			2.0
366	drug:P4286	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398798|GSM398799	GPL6247			2.0
367	drug:P4287	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398800|GSM398801	GPL6247			2.0
368	drug:P4288	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398802|GSM398803	GPL6247			2.0
369	drug:P4289	Spinal Cord	GSM398778|GSM398779		water|6alpha-methylprednisolone		GSE15878	rat	GSM398804|GSM398805	GPL6247			2.0
370	drug:P306	Hepatocyte|Cell Line, Transformed|Cells|Body tissue|Cells [Chemical/Ingredient]	GSM1069711|GSM1069713|GSM1069715				GSE43723	rat	GSM1069710|GSM1069712|GSM1069714	GPL1355			2.0
371	drug:P304	Hepatocyte|Cell Line, Transformed|Cells|Body tissue|Cells [Chemical/Ingredient]	GSM1069705|GSM1069707|GSM1069709				GSE43723	rat	GSM1069710|GSM1069712|GSM1069714	GPL1355			2.0
372	drug:P302	Fibroblasts|Cultured Cell Line|Cells	GSM1068345|GSM1068409|GSM1068425		genistein|daidzein|dimethyl sulfoxide		GSE43692	human	GSM1068344|GSM1068408|GSM1068424	GPL10558			2.0
373	drug:P303	Hepatocyte|Cell Line, Transformed|Cells|Body tissue|Cells [Chemical/Ingredient]	GSM1069705|GSM1069707|GSM1069709				GSE43723	rat	GSM1069704|GSM1069706|GSM1069708	GPL1355			2.0
374	drug:P300	Fibroblasts|Cultured Cell Line|Cells	GSM1068345|GSM1068409|GSM1068425		genistein|daidzein|dimethyl sulfoxide		GSE43692	human	GSM1068341|GSM1068405|GSM1068421	GPL10558			2.0
375	drug:P301	Fibroblasts|Cultured Cell Line|Cells	GSM1068345|GSM1068409|GSM1068425		daidzein|genistein|dimethyl sulfoxide		GSE43692	human	GSM1068342|GSM1068406|GSM1068422	GPL10558			2.0
376	drug:P1933	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133018|GSM133019		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132932|GSM132933	GPL570			2.0
377	drug:P1935	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133018|GSM133019		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132939|GSM132940	GPL570			2.0
378	drug:P1934	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133018|GSM133019		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132934|GSM132935	GPL570			2.0
379	drug:P1937	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133018|GSM133019		inhibitor|dimethyl sulfoxide		GSE5716	human	GSM132945|GSM132946	GPL570			2.0
380	drug:P1936	Cultured Cell Line|T-Lymphocyte|lymphoblast	GSM133018|GSM133019		inhibitor|dimethyl sulfoxide|plumbylidyne group		GSE5716	human	GSM132942|GSM132943	GPL570			2.0
381	drug:P5229	Myeloma cell|B-Lymphocytes|Cultured Cell Line|Cells|Apical ramus of posterior segmental artery	GSM759894|GSM759901		adenosine|glucocorticoid|adrenergic agonist|dexamethasone|agonist		GSE30644	human	GSM759899|GSM759906	GPL570			2.0
382	drug:P5228	Myeloma cell|B-Lymphocytes|Cultured Cell Line|Cells|Apical ramus of posterior segmental artery	GSM759894|GSM759901		dexamethasone|adenosine|glucocorticoid|adrenergic agonist|agonist|salmeterol		GSE30644	human	GSM759898|GSM759905	GPL570			2.0
383	drug:P88	Body tissue|Prefrontal Cortex	GSM101739|GSM101740|GSM101741		1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine|glycerophosphoinositol		GSE4550	[Macaca fascicularis, human]	GSM336528|GSM336529|GSM336531|GSM336533|GSM336535	GPL96			2.0
384	drug:P89	Body tissue|Prefrontal Cortex|Entire putamen	GSM101739|GSM101740|GSM101741		1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine		GSE4550	[Macaca fascicularis, human]	GSM336546|GSM336548|GSM336552|GSM336555	GPL96			2.0
385	drug:P84	Epithelial Cells|Cultured Cell Line|Cells	GSM1015011|GSM1015012|GSM1015013|GSM1015014		13-cis-retinal|mannitol|D-glucopyranose		GSE41332	human	GSM1015003|GSM1015004|GSM1015005|GSM1015006	GPL6244			2.0
386	drug:P85	Body tissue|Prefrontal Cortex	GSM101739|GSM101740|GSM101741		1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine		GSE4550	[Macaca fascicularis, human]	GSM101729|GSM101730|GSM101731|GSM101732|GSM101733|GSM101734	GPL96			2.0
387	drug:P86	Body tissue|Prefrontal Cortex	GSM101739|GSM101740|GSM101741		1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine		GSE4550	[Macaca fascicularis, human]	GSM101735|GSM101736|GSM101737	GPL96			2.0
388	drug:P87	Body tissue|Prefrontal Cortex	GSM101739|GSM101740|GSM101741		1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine|glycerophosphoinositol		GSE4550	[Macaca fascicularis, human]	GSM336526|GSM336530|GSM336534	GPL96			2.0
389	drug:P80	Epithelial Cells|Cultured Cell Line|Cells	GSM1015011|GSM1015012|GSM1015013|GSM1015014		13-cis-retinal|mannitol|D-glucopyranose		GSE41332	human	GSM1014963|GSM1014964|GSM1014965|GSM1014966	GPL6244			2.0
390	drug:P81	Epithelial Cells|Cultured Cell Line|Cells	GSM1015011|GSM1015012|GSM1015013|GSM1015014		13-cis-retinal|mannitol|D-glucopyranose		GSE41332	human	GSM1014971|GSM1014972|GSM1014973|GSM1014974	GPL6244			2.0
391	drug:P82	Epithelial Cells|Cultured Cell Line|Cells	GSM1015011|GSM1015012|GSM1015013|GSM1015014		13-cis-retinal|mannitol|D-glucopyranose		GSE41332	human	GSM1014979|GSM1014980|GSM1014981|GSM1014982	GPL6244			2.0
392	drug:P83	Epithelial Cells|Cultured Cell Line|Cells	GSM1015011|GSM1015012|GSM1015013|GSM1015014		13-cis-retinal|mannitol|D-glucopyranose		GSE41332	human	GSM1014995|GSM1014996|GSM1014997|GSM1014998	GPL6244			2.0
393	drug:P2871	Aorta|Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572203|GSM1572204|GSM1572205	GPL6885			2.0
394	drug:P2870	Aorta|Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572200|GSM1572201|GSM1572202	GPL6885			2.0
395	drug:P2873	Heart|Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572212|GSM1572213|GSM1572214	GPL6885			2.0
396	drug:P2872	Heart|Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572209|GSM1572210|GSM1572211	GPL6885			2.0
397	drug:P2875	Lung|Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572221|GSM1572222|GSM1572223	GPL6885			2.0
398	drug:P2874	Lung|Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572218|GSM1572219|GSM1572220	GPL6885			2.0
399	drug:P2877	Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572230|GSM1572231|GSM1572232	GPL6885			2.0
400	drug:P2876	Parathyroid gland|Body tissue|Entire liver	GSM1572224|GSM1572225|GSM1572226		hormone		GSE64485	mouse	GSM1572227|GSM1572228|GSM1572229	GPL6885			2.0
401	drug:P2879	Cultured Cell Line|Cells|Prostate|Cells [Chemical/Ingredient]	GSM1574597|GSM1574598				GSE64574	human	GSM1574601|GSM1574602	GPL10558			2.0
402	drug:P2878	Cultured Cell Line|Cells|Prostate|Cells [Chemical/Ingredient]	GSM1574597|GSM1574598				GSE64574	human	GSM1574599|GSM1574600	GPL10558			2.0
403	drug:P3509	atomic nucleus|Brain|Nucleus Accumbens|Body tissue|chamber|nascent polypeptide-associated complex location|Amygdaloid structure|Hippocampus (Brain)|Prefrontal Cortex|mesolimbic system|Brain region|chromatin location	GSM1863773|GSM1863774|GSM1863775|GSM1863776|GSM1863777|GSM1863778		ethanol|5-amino-1-(5-phospho-D-ribosyl)imidazole|dopaminium(1+)		GSE72513	mouse	GSM1863779|GSM1863780|GSM1863781|GSM1863782|GSM1863783|GSM1863784	GPL1261			2.0
404	drug:P2056	Body tissue|Both kidneys|Both kidneys|Rat Kidney	GSM1374026|GSM1374027|GSM1374028|GSM1374029|GSM1374030		pyrrolidine		GSE57066	rat	GSM1405700|GSM1405701|GSM1405702|GSM1405703|GSM1405704	GPL6101			2.0
405	drug:P2055	Body tissue|Both kidneys|Both kidneys|Rat Kidney	GSM1374026|GSM1374027|GSM1374028|GSM1374029|GSM1374030		pyrrolidine		GSE57066	rat	GSM1374050|GSM1374051|GSM1374052|GSM1374053	GPL6101			2.0
406	drug:P5114	Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient]	GSM672322|GSM672323|GSM672324		biomarker		GSE27210	human	GSM672271|GSM672287|GSM672303	GPL570			2.0
407	drug:P2054	Body tissue|Both kidneys|Both kidneys|Rat Kidney	GSM1374026|GSM1374027|GSM1374028|GSM1374029|GSM1374030		pyrrolidine		GSE57066	rat	GSM1374035|GSM1374036|GSM1374037|GSM1374038	GPL6101			2.0
408	drug:P2059	Body tissue|Both kidneys|Both kidneys|Rat Kidney	GSM1374045|GSM1374046|GSM1374047|GSM1374048|GSM1374049		pyrrolidine		GSE57066	rat	GSM1374050|GSM1374051|GSM1374052|GSM1374053	GPL6101			2.0
409	drug:P2058	Body tissue|Both kidneys|Both kidneys|Rat Kidney	GSM1374045|GSM1374046|GSM1374047|GSM1374048|GSM1374049		pyrrolidine		GSE57066	rat	GSM1374035|GSM1374036|GSM1374037|GSM1374038	GPL6101			2.0
410	drug:P3505	atomic nucleus|Brain|Nucleus Accumbens|Body tissue|chamber|nascent polypeptide-associated complex location|Amygdaloid structure|Hippocampus (Brain)|Prefrontal Cortex|mesolimbic system|Brain region|chromatin location	GSM1863767|GSM1863768|GSM1863769|GSM1863770|GSM1863771|GSM1863772		ethanol|5-amino-1-(5-phospho-D-ribosyl)imidazole|dopaminium(1+)		GSE72513	mouse	GSM1863779|GSM1863780|GSM1863781|GSM1863782|GSM1863783|GSM1863784	GPL1261			2.0
411	drug:P949	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230622|GSM1230623		paclitaxel|eribulin		GSE50830	human	GSM1230539|GSM1230540|GSM1230541	GPL570			2.0
412	drug:P3478	Body tissue|Entire cell|Entire liver|Rat Liver	GSM1860958|GSM1860959|GSM1860960|GSM1860961|GSM1860962		water|messenger RNA		GSE72357	rat	GSM1860963|GSM1860964|GSM1860965|GSM1860966|GSM1860967	GPL1355			2.0
413	drug:P940	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		eribulin|paclitaxel		GSE50830	human	GSM1230660|GSM1230661|GSM1230662	GPL570			2.0
414	drug:P941	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		paclitaxel|eribulin		GSE50830	human	GSM1230663|GSM1230664|GSM1230665	GPL570			2.0
415	drug:P942	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		eribulin|paclitaxel		GSE50830	human	GSM1230669|GSM1230670	GPL570			2.0
416	drug:P943	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		paclitaxel|eribulin		GSE50830	human	GSM1230671|GSM1230672|GSM1230673	GPL570			2.0
417	drug:P944	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		eribulin|paclitaxel		GSE50830	human	GSM1230677|GSM1230678|GSM1230679	GPL570			2.0
418	drug:P945	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		paclitaxel|eribulin		GSE50830	human	GSM1230680|GSM1230681|GSM1230682	GPL570			2.0
419	drug:P946	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		eribulin|paclitaxel		GSE50830	human	GSM1230695|GSM1230696|GSM1230697	GPL570			2.0
420	drug:P947	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230604|GSM1230605|GSM1230606		paclitaxel|eribulin		GSE50830	human	GSM1230698|GSM1230699|GSM1230700	GPL570			2.0
421	drug:P948	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230622|GSM1230623		eribulin|paclitaxel		GSE50830	human	GSM1230536|GSM1230537|GSM1230538	GPL570			2.0
422	drug:P294	Fibroblasts|Cultured Cell Line|Cells	GSM1068345|GSM1068409|GSM1068425		genistein|daidzein|dimethyl sulfoxide		GSE43692	human	GSM1068333|GSM1068397|GSM1068413	GPL10558			2.0
423	drug:P4573	Epithelial Cells|Nose|Cells	GSM536418|GSM536424|GSM536430		formaldehyde		GSE21477	human	GSM536403|GSM536407|GSM536411	GPL570			2.0
424	drug:P4575	Epithelial Cells|Nose|Cells	GSM536418|GSM536424|GSM536430		formaldehyde		GSE21477	human	GSM536414|GSM536420|GSM536426	GPL570			2.0
425	drug:P4578	Epithelial Cells|Nose|Cells	GSM536418|GSM536424|GSM536430		formaldehyde		GSE21477	human	GSM536432|GSM536435|GSM536438	GPL570			2.0
426	drug:P4579	Epithelial Cells|Nose|Cells	GSM536433|GSM536436|GSM536439		formaldehyde		GSE21477	human	GSM536403|GSM536407|GSM536411	GPL570			2.0
427	drug:P3695	Macrophages, Alveolar|Cells [Chemical/Ingredient]	GSM228414|GSM228415|GSM228416		poly(styrene)		GSE8997	mouse	GSM228422|GSM228423|GSM228424|GSM228425	GPL8321			2.0
428	drug:P869	Cultured Cell Line|Cells|Tumor cells, malignant	GSM1230542|GSM1230543|GSM1230544		paclitaxel|eribulin		GSE50830	human	GSM1230663|GSM1230664|GSM1230665	GPL570			2.0
429	drug:P1236	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		eribulin|paclitaxel		GSE50831	human	GSM1230758|GSM1230759|GSM1230760	GPL570			2.0
430	drug:P1237	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		paclitaxel|eribulin		GSE50831	human	GSM1230761|GSM1230762|GSM1230763	GPL570			2.0
431	drug:P1234	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		eribulin|paclitaxel		GSE50831	human	GSM1230749|GSM1230750|GSM1230751	GPL570			2.0
432	drug:P1235	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		paclitaxel|eribulin		GSE50831	human	GSM1230752|GSM1230753|GSM1230754	GPL570			2.0
433	drug:P1230	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		eribulin|paclitaxel		GSE50831	human	GSM1230731|GSM1230732|GSM1230733	GPL570			2.0
434	drug:P1238	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		eribulin|paclitaxel		GSE50831	human	GSM1230767|GSM1230768|GSM1230769	GPL570			2.0
435	drug:P1239	Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant	GSM1230755|GSM1230756|GSM1230757		paclitaxel|eribulin		GSE50831	human	GSM1230770|GSM1230771|GSM1230772	GPL570			2.0
436	drug:P5034	Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient]	GSM672253|GSM672254|GSM672255		biomarker		GSE27210	human	GSM672266|GSM672282|GSM672298	GPL570			2.0
